category,region,domain,requirement,documentation_format,status,must_comply_by,citation_source,last_verified
VoIP Adapter,US,safety_emc_telecom,"DOE energy-conservation standards (10 CFR Part 430/431, external power supply efficiency) apply where the item is itself an external power supply.",online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA Energy row),2026-09-09
VoIP Adapter,US,trade_customs,"US customs review does not include a technical-regulations check for Safety, EMC, or Energy at border entry for this product category.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
VoIP Adapter,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
VoIP Adapter,China,environmental_sustainability,"China RoHS registration is expanding to explicitly cover scanners, peripherals, and external power supply accessories, effective Aug 1, 2027.",online,emerging,2027-08-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
VoIP Adapter,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
VoIP Adapter,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product where applicable to the accessory category.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
VoIP Adapter,China,trade_customs,Customs approval for EMC and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
VoIP Adapter,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
VoIP Adapter,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 accessory products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
VoIP Adapter,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product for Group 1-6 category accessories.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
VoIP Adapter,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
VoIP Adapter,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
wall charger,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
wall charger,EU/UK,environmental_sustainability,"EU Lot 7 Ecodesign regulation newly extends requirements to external power supplies, wireless chargers, and USB Type-C charging cables.",online,emerging,2028-12-14,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (EMEA),2026-08-01
wall charger,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing IEC 62368-1 safety/EMC standard must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
wall charger,EU/UK,safety_emc_telecom,Product must carry the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
wall charger,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC/Energy is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
wall charger,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
wall charger,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
wall charger,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
wall charger,US,safety_emc_telecom,"DOE energy-conservation standards (10 CFR Part 430/431, external power supply efficiency) apply where the item is itself an external power supply.",online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA Energy row),2026-09-09
wall charger,US,trade_customs,"US customs review does not include a technical-regulations check for Safety, EMC, or Energy at border entry for this product category.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
wall charger,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
wall charger,China,environmental_sustainability,"China RoHS registration is expanding to explicitly cover scanners, peripherals, and external power supply accessories, effective Aug 1, 2027.",online,emerging,2027-08-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
wall charger,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
wall charger,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product where applicable to the accessory category.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
wall charger,China,trade_customs,Customs approval for EMC and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
wall charger,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
wall charger,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 accessory products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
wall charger,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product for Group 1-6 category accessories.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
wall charger,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
wall charger,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Power Requirements - AC Adapter,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Power Requirements - AC Adapter,EU/UK,environmental_sustainability,"EU Lot 7 Ecodesign regulation newly extends requirements to external power supplies, wireless chargers, and USB Type-C charging cables.",online,emerging,2028-12-14,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (EMEA),2026-08-01
Power Requirements - AC Adapter,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing IEC 62368-1 safety/EMC standard must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Power Requirements - AC Adapter,EU/UK,safety_emc_telecom,Product must carry the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
Power Requirements - AC Adapter,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC/Energy is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Power Requirements - AC Adapter,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Power Requirements - AC Adapter,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Power Requirements - AC Adapter,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Power Requirements - AC Adapter,US,safety_emc_telecom,"DOE energy-conservation standards (10 CFR Part 430/431, external power supply efficiency) apply where the item is itself an external power supply.",online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA Energy row),2026-09-09
Power Requirements - AC Adapter,US,trade_customs,"US customs review does not include a technical-regulations check for Safety, EMC, or Energy at border entry for this product category.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Power Requirements - AC Adapter,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Power Requirements - AC Adapter,China,environmental_sustainability,"China RoHS registration is expanding to explicitly cover scanners, peripherals, and external power supply accessories, effective Aug 1, 2027.",online,emerging,2027-08-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Power Requirements - AC Adapter,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Power Requirements - AC Adapter,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product where applicable to the accessory category.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Power Requirements - AC Adapter,China,trade_customs,Customs approval for EMC and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Power Requirements - AC Adapter,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Power Requirements - AC Adapter,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 accessory products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Power Requirements - AC Adapter,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product for Group 1-6 category accessories.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Power Requirements - AC Adapter,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Power Requirements - AC Adapter,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Power Requirements - Battery,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Power Requirements - Battery,EU/UK,environmental_sustainability,"EU Lot 7 Ecodesign regulation newly extends requirements to external power supplies, wireless chargers, and USB Type-C charging cables.",online,emerging,2028-12-14,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (EMEA),2026-08-01
Power Requirements - Battery,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing IEC 62368-1 safety/EMC standard must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Power Requirements - Battery,EU/UK,safety_emc_telecom,Product must carry the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
Power Requirements - Battery,EU/UK,battery_safety,"EU Battery Regulation (EU) 2023/1542 conformity (CE marking, carbon-footprint declaration) applies to the battery.",online,existing,Now,Regulation (EU) 2023/1542 (EU Battery Regulation) - cited directly; not row-level content in the five project workbooks,2026-09-24
Power Requirements - Battery,EU/UK,battery_safety,UN38.3 lithium-battery transport testing documentation must be available for air/sea freight.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Power Requirements - Battery,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC/Energy is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Power Requirements - Battery,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Power Requirements - Battery,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Power Requirements - Battery,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Power Requirements - Battery,US,safety_emc_telecom,"DOE energy-conservation standards (10 CFR Part 430/431, external power supply efficiency) apply where the item is itself an external power supply.",online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA Energy row),2026-09-09
Power Requirements - Battery,US,battery_safety,UN38.3 lithium-battery transport testing documentation must be available.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Power Requirements - Battery,US,battery_safety,IEC 62133-2 cell/pack safety certification applies to the battery.,online,existing,Now,IEC 62133-2 (portable lithium cell/pack safety) - cited directly; not row-level content in the five project workbooks,2026-09-24
Power Requirements - Battery,US,trade_customs,"US customs review does not include a technical-regulations check for Safety, EMC, or Energy at border entry for this product category.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Power Requirements - Battery,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Power Requirements - Battery,China,environmental_sustainability,"China RoHS registration is expanding to explicitly cover scanners, peripherals, and external power supply accessories, effective Aug 1, 2027.",online,emerging,2027-08-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Power Requirements - Battery,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Power Requirements - Battery,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product where applicable to the accessory category.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Power Requirements - Battery,China,battery_safety,"China's Mobile Power Bank traceability requirement (QR code) applies to battery-pack accessories; NPIs must comply by March 2026, sustaining products by March 2027.",either,emerging,2027-03-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Power Requirements - Battery,China,trade_customs,Customs approval for EMC and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Power Requirements - Battery,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Power Requirements - Battery,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 accessory products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Power Requirements - Battery,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product for Group 1-6 category accessories.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Power Requirements - Battery,Taiwan,battery_safety,"Taiwan BSMI Battery Standard is in draft; official release expected 2H 2026, with enforcement beginning July 1, 2027.",either,emerging,2027-07-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Power Requirements - Battery,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Power Requirements - Battery,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Accessory / Service Part,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Accessory / Service Part,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Accessory / Service Part,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Accessory / Service Part,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Accessory / Service Part,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Accessory / Service Part,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Accessory / Service Part,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Accessory / Service Part,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Bags and Cases,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Bags and Cases,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Bags and Cases,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Bags and Cases,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Bags and Cases,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Bags and Cases,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Bags and Cases,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Bags and Cases,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
BRACKET,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
BRACKET,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
BRACKET,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
BRACKET,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
BRACKET,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
BRACKET,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
BRACKET,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
BRACKET,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Cable Clips,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Cable Clips,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Cable Clips,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Cable Clips,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Cable Clips,China,trade_customs,"Chinese customs review for accessory items in this category is handled discretionarily (""D""), consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Cable Clips,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Cable Clips,Taiwan,trade_customs,Taiwan customs review for accessory items in this category is handled consistent with the generic ITE-accessory importer-control matrix; no product-specific Safety/EMC certification applies since the item contains no active electronics.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Cable Clips,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Cushion,EU/UK,trade_customs,"Customs review of technical-regulation compliance is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry, consistent with the generic ITE-accessory importer-control matrix (no distinct rule set exists for non-electronic accessories in the source material).",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Cushion,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Cushion,US,trade_customs,"US customs review does not include a technical-regulations check at border entry for this product category, consistent with the generic ITE-accessory importer-control matrix.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Cushion,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
